3.785521743606812706e+00,1.007090155673016625e+02,-1.475567438479249631e+02
-1.111964386858548259e+01,-8.922703648712007407e+01,1.431603624216645869e+02
3.449011447401093022e+01,2.185617211278555203e+02,-3.243786061871718971e+02
-4.039933764964953156e+01,-2.138256609043580738e+02,3.474138018592457229e+02
6.803538748761933164e+01,2.607982885762008323e+02,-3.816765957811581416e+02
1.012387323889483604e+01,7.071369653156661172e+01,-8.649494504777850068e+01
2.034358736195578388e+01,1.544811247391992310e+02,-2.376325048187944446e+02
4.557372667062593763e+01,1.919855418432649685e+02,-2.835208238100123594e+02
-4.948083476119147406e+01,-3.224729003339675160e+02,4.888739221804893873e+02
-6.301958093138814121e+01,-2.828131744617337517e+02,4.444548853190167392e+02
-1.842577967193317789e+01,-2.977652483368325065e+01,5.445457882558946494e+01
2.148938583390939527e+01,1.408733581976024141e+02,-2.259273738941672036e+02
-1.890171394442414510e+01,-1.136213161177892488e+02,1.851928091415655047e+02
1.543516255035180862e+01,6.308923296746053921e+01,-8.964038256321430254e+01
-2.485753814658192340e+00,-1.024759983018684872e+00,2.248140813980963770e+01
2.361815421587547092e+01,1.438976732828515708e+02,-2.143811288382783289e+02
9.011373143234040128e+01,3.215112574337362048e+02,-5.150429090092687829e+02
-4.959154170428519848e+01,-3.137109519489565628e+02,4.630579803695939063e+02
2.313684836467354344e+00,1.313901507005388147e+01,1.189229827140053306e-02
-4.814975465557718337e+01,-2.108049494702108007e+02,2.885327299416475739e+02
3.261177963945879554e+00,9.818333118664997983e+01,-1.441469675883271861e+02
-1.164388213736752498e+01,-9.241183795184753080e+01,1.448861612532990648e+02
3.475587941372354095e+01,2.175011560148835770e+02,-3.277546752297037642e+02
-4.104681410260094054e+01,-2.142267612882020558e+02,3.483971123392539653e+02
6.997198502823493982e+01,2.601528093446571006e+02,-3.869236596760190992e+02
1.216197069175521150e+01,6.694010223331534348e+01,-8.385598596718590159e+01
1.928961781898698646e+01,1.507471478978544610e+02,-2.347387774448715732e+02
4.711631554293550295e+01,1.859184749782644417e+02,-2.929467835720963080e+02
-4.925995979751365894e+01,-3.174915480405882704e+02,4.866533226009932491e+02
-6.299128992226004442e+01,-2.842166615887624062e+02,4.466046025383923279e+02
-1.823973850485471360e+01,-2.880115056297490383e+01,5.254334133648504235e+01
2.229573602688168776e+01,1.416126854063814733e+02,-2.277155328404570014e+02
-1.994746334338416105e+01,-1.137581873643295296e+02,1.890096942816199430e+02
1.488049674830661218e+01,6.424721688250571106e+01,-9.064580448096026544e+01
-2.792469801907405902e+00,-9.802243678945353755e-01,2.192022784371580002e+01
2.359085934609627344e+01,1.428131282383786527e+02,-2.131063042984806088e+02
