X,Y
0.0,0.0
0.00010319917440660474,0.0
0.00010319917440660474,0.011247443762781187
0.0002063983488132095,0.011247443762781187
0.0002063983488132095,0.014314928425357873
0.00030959752321981426,0.014314928425357873
0.00030959752321981426,0.015337423312883436
0.000412796697626419,0.015337423312883436
0.000412796697626419,0.017382413087934562
0.0006191950464396285,0.017382413087934562
0.0006191950464396285,0.019427402862985686
0.000825593395252838,0.019427402862985686
0.000825593395252838,0.02044989775051125
0.0010319917440660474,0.02044989775051125
0.0010319917440660474,0.022494887525562373
0.0010319917440660474,0.02556237218813906
0.0011351909184726522,0.02556237218813906
0.0011351909184726522,0.03067484662576687
0.001238390092879257,0.03067484662576687
0.001238390092879257,0.034764826175869123
0.0013415892672858616,0.034764826175869123
0.0013415892672858616,0.03680981595092025
0.0013415892672858616,0.03885480572597137
0.0013415892672858616,0.04396728016359918
0.0014447884416924665,0.04396728016359918
0.0014447884416924665,0.044989775051124746
0.0015479876160990713,0.044989775051124746
0.0015479876160990713,0.04703476482617587
0.0017543859649122807,0.04703476482617587
0.0018575851393188853,0.04805725971370143
0.00196078431372549,0.04805725971370143
0.00196078431372549,0.05623721881390593
0.0020639834881320948,0.05623721881390593
0.0020639834881320948,0.05725971370143149
0.0021671826625387,0.05725971370143149
0.0021671826625387,0.05930470347648262
0.002373581011351909,0.05930470347648262
0.002373581011351909,0.06748466257668712
0.002476780185758514,0.06748466257668712
0.002476780185758514,0.06952965235173825
0.0025799793601651187,0.06952965235173825
0.0025799793601651187,0.0736196319018405
0.0026831785345717233,0.0736196319018405
0.0026831785345717233,0.07464212678936605
0.0027863777089783283,0.07464212678936605
0.0027863777089783283,0.08077709611451943
0.002889576883384933,0.08077709611451943
0.002889576883384933,0.08282208588957055
0.0030959752321981426,0.08282208588957055
0.0030959752321981426,0.08486707566462168
0.0030959752321981426,0.0869120654396728
0.003199174406604747,0.0869120654396728
0.003199174406604747,0.08793456032719836
0.003405572755417957,0.08793456032719836
0.003405572755417957,0.09202453987730061
0.003611971104231166,0.09202453987730061
0.003611971104231166,0.09815950920245399
0.0037151702786377707,0.09815950920245399
0.0037151702786377707,0.10122699386503067
0.0038183694530443757,0.10122699386503067
0.0038183694530443757,0.10940695296523517
0.004231166150670795,0.10940695296523517
0.004231166150670795,0.11247443762781185
0.004437564499484004,0.11247443762781185
0.004437564499484004,0.11349693251533742
0.004540763673890609,0.11451942740286299
0.004540763673890609,0.1165644171779141
0.0046439628482972135,0.1165644171779141
0.0046439628482972135,0.11758691206543967
0.0046439628482972135,0.1196319018404908
0.0046439628482972135,0.12474437627811862
0.004747162022703818,0.12474437627811862
0.004747162022703818,0.12576687116564417
0.004850361197110423,0.12576687116564417
0.004850361197110423,0.1278118609406953
0.004953560371517028,0.1278118609406953
0.004953560371517028,0.12883435582822086
0.005056759545923633,0.12883435582822086
0.005056759545923633,0.130879345603272
0.005159958720330237,0.130879345603272
0.005159958720330237,0.13394683026584867
0.005263157894736842,0.13394683026584867
0.005263157894736842,0.13701431492842536
0.005366357069143447,0.13701431492842536
0.005572755417956657,0.13701431492842536
0.005572755417956657,0.14008179959100203
0.005675954592363261,0.14008179959100203
0.005675954592363261,0.1411042944785276
0.005779153766769866,0.1411042944785276
0.005779153766769866,0.14212678936605316
0.0058823529411764705,0.14212678936605316
0.0058823529411764705,0.14314928425357873
0.0058823529411764705,0.14519427402862986
0.005985552115583075,0.14519427402862986
0.005985552115583075,0.14826175869120656
0.00608875128998968,0.14826175869120656
0.00608875128998968,0.15337423312883436
0.006191950464396285,0.15337423312883436
0.006191950464396285,0.15439672801635992
0.006398348813209494,0.15439672801635992
0.006398348813209494,0.15644171779141106
0.006501547987616099,0.15644171779141106
0.006604747162022704,0.1574642126789366
0.006604747162022704,0.1605316973415133
0.007017543859649123,0.1605316973415133
0.007017543859649123,0.16155419222903886
0.007327141382868937,0.16155419222903886
0.007327141382868937,0.16462167689161555
0.007430340557275541,0.16462167689161555
0.007430340557275541,0.16973415132924335
0.0076367389060887515,0.16973415132924335
0.0076367389060887515,0.17075664621676892
0.007739938080495356,0.17075664621676892
0.007739938080495356,0.17177914110429449
0.00784313725490196,0.17177914110429449
0.00784313725490196,0.17484662576687116
0.008152734778121775,0.17484662576687116
0.008359133126934985,0.17484662576687116
0.008359133126934985,0.1768916155419223
0.008565531475748194,0.1768916155419223
0.008565531475748194,0.17995910020449898
0.008978328173374612,0.17995910020449898
0.008978328173374612,0.18098159509202455
0.009081527347781218,0.18098159509202455
0.009081527347781218,0.18302658486707565
0.009184726522187823,0.18302658486707565
0.009184726522187823,0.18507157464212678
0.009391124871001032,0.18507157464212678
0.009391124871001032,0.18609406952965235
0.009494324045407636,0.18609406952965235
0.009494324045407636,0.1901840490797546
0.009700722394220845,0.1901840490797546
0.009700722394220845,0.19120654396728015
0.009907120743034056,0.19120654396728015
0.009907120743034056,0.19427402862985685
0.010319917440660475,0.19427402862985685
0.010319917440660475,0.19734151329243355
0.010732714138286893,0.19734151329243355
0.010732714138286893,0.1983640081799591
0.010835913312693499,0.1983640081799591
0.010835913312693499,0.19938650306748465
0.010835913312693499,0.20143149284253578
0.010835913312693499,0.20245398773006135
0.011145510835913313,0.20245398773006135
0.011145510835913313,0.20449897750511248
0.011455108359133126,0.20449897750511248
0.011455108359133126,0.20552147239263804
0.011558307533539732,0.20552147239263804
0.011558307533539732,0.2065439672801636
0.011661506707946337,0.2065439672801636
0.011661506707946337,0.20756646216768918
0.011867905056759546,0.20756646216768918
0.012074303405572756,0.20756646216768918
0.012074303405572756,0.21370143149284254
0.012487100103199174,0.21370143149284254
0.012487100103199174,0.2147239263803681
0.01259029927760578,0.2147239263803681
0.01259029927760578,0.2167689161554192
0.012693498452012383,0.21779141104294478
0.012899896800825593,0.21779141104294478
0.013106295149638804,0.21779141104294478
0.013312693498452013,0.21779141104294478
0.013312693498452013,0.2198364008179959
0.013415892672858616,0.2198364008179959
0.013415892672858616,0.22085889570552147
0.013725490196078431,0.22085889570552147
