-5.786152658035654817e+00,-1.834372122460481203e+00,4.993458369122639517e+00
2.587604458803999030e+00,6.701082455811503413e-01,4.389496206359118080e-01
3.812956573422363604e+00,2.582481236096118238e+00,1.742911172856999868e-01
5.426568995965749265e-01,1.337977292801357798e+00,4.448246979135771717e+00
7.831790510717329568e+00,-1.321449733505663104e+01,-3.964309471437043597e-01
-3.808618617469304191e+00,-3.769324652152277633e+00,8.055721260775544623e-02
-1.018968110189924836e+00,5.470279575875307554e-01,1.473065425388486727e+00
4.720303652469443279e+00,-8.591206080288641189e+00,-6.403774795088255090e+00
3.959841106631378227e-01,-3.363792155943257978e+00,2.300893735092390813e-01
-1.484161168304030776e+00,-8.554516266843661398e-01,-3.546263130614816905e+00
1.237252858215954454e+01,2.565640830288549168e+00,5.218275887845295280e+00
-3.826493294911355925e+00,1.138553039678899559e+01,1.173817827560810123e+01
-1.510860196643782905e+00,-5.130922720340140408e+00,3.230446004534166526e+00
-2.336326691702522051e+00,4.949365553359537095e-01,5.033999271986288271e+00
-1.479176589578152567e+00,1.604368065225143525e+00,1.787180444462025619e+00
-2.777189279534658439e+00,6.710461572069056357e-01,8.959854946673494469e-01
1.226045263263237928e+01,-5.167164444850669724e+00,-9.810269951416989542e+00
2.867332636147155167e-01,-1.992208044369277120e+00,1.536568474932558992e+00
9.348034731864646174e-01,-4.192773025533060860e+00,-1.196356568064211590e-01
5.668218599145204983e-01,2.824685038404078252e+00,1.911859042196486724e+00
1.397951374439864125e+01,-7.430129876940029021e+00,6.962198362567538545e+00
-1.338768770164130650e+00,-1.404836369792782813e+00,3.902203552325286262e-01
-1.323646793570292424e+01,-5.856293857210447484e+00,1.104560392203875807e+01
-1.404612982443829372e+00,-5.125785571227702064e+00,-6.187890977980373464e+00
6.001156159683615599e+00,4.526640771071839708e+00,8.926892394915277862e+00
3.747179082195494892e+00,-6.766565313336411869e+00,-3.058967119257581579e+00
4.659404242325024370e+00,-3.374560504264338512e+00,8.305979734161891059e+00
-2.153397248514660411e+00,-5.537351531041498909e-01,-7.611356704223120051e-01
1.143904366198479572e+00,4.490044279877427158e+00,-6.133651633171813278e-02
9.573190305964837110e-01,3.967548061597795939e-01,-4.071019132528005402e-01
-2.868382394474855879e+00,8.424492401786420004e+00,-9.544060009841075498e+00
4.511924978648487738e-01,5.435990966736705232e+00,-1.458616438663872250e+00
2.332553955993607708e+00,3.552114903501866205e-01,-5.069255305014915614e+00
-1.472357016941490127e+00,6.775220009578203362e-02,1.424208082404084363e+00
