,dim1,dim2,label
0,5.969745417247252,7.240795925341037,0
1,5.449683635452095,0.9822939952113213,0
2,6.049539844924135,-4.102183840239703,0
3,7.204506157526106,1.2558069975938317,0
4,-9.386001759448623,-11.784066285701632,0
5,-2.2462502173692154,-4.133694287717782,0
6,1.6087526419693716,-2.450818618822047,0
7,-10.842850811382931,-1.8604159379415228,0
8,3.097157514593578,3.706719641008977,0
9,5.425656575489984,-3.962438163707251,0
10,-10.109635037575156,-8.620341592042436,0
11,-16.554686576118556,-1.2408411244356932,0
12,0.7925151053060854,6.629882921381607,0
13,7.121821437153706,-4.046343023699272,0
14,4.5472265063218895,2.5894336001662577,0
15,4.978315910106223,-3.6195067986280907,0
16,-14.501110642039045,-7.622001834385216,0
17,5.503925917000891,-1.418988965087914,0
18,6.481566101212796,-3.2973649889556995,0
19,6.134389325096747,-1.7929487923130076,0
20,-16.625292530588187,-4.514609221541553,0
21,-0.006106542814629906,1.1691387603795078,0
22,-4.448247958117397,-17.42719238573233,0
23,4.579932407255808,8.228183094390914,0
24,-10.865803027365452,-0.9991740244508748,0
25,8.010265858759206,6.397426924735265,0
26,-9.246452182990819,0.5958989218670273,0
27,0.10868668130591104,-2.325439568546948,0
28,6.427020634738573,-3.8679064095194184,0
29,2.608678606908407,-0.75950471362216,0
30,-9.225993267374662,-8.643736012883227,0
31,7.737204358972033,2.653133717627357,0
32,4.949395989438217,5.613284971575275,0
33,-0.8670549017542293,0.13187612918243974,0
34,6.067779698582384,7.894261893178417,0
35,7.444298588041558,-4.149399635212234,0
36,-6.529938580951767,0.30447124816416726,0
37,4.054908567348593,9.228971481620027,0
38,4.371239926362438,-3.6282378375814783,0
39,5.505614853322937,-1.5743947954035826,0
40,5.031456255442247,-0.5630486661400393,0
41,7.229717953721891,6.136671471135997,0
42,-9.540938045959773,-0.2544883161605456,0
43,0.4058145958933768,0.40809341790468506,0
44,6.0492809679810415,-2.6679735541383627,0
45,9.873866433638783,2.994267640630036,0
46,-4.4508509356016575,1.6657666787287122,0
47,0.7470231191326173,-0.9891531099082129,0
48,6.767601840984912,7.417248269526758,0
49,-1.1328270303711667,-5.395164457973819,0
50,-5.582621629229112,-5.762549551476124,0
51,1.26421666291808,-1.6831536128464915,0
52,-9.761005685352721,-9.002747728492789,0
53,-7.062183053997121,3.328238423875709,0
54,3.8822550884925047,-3.576251195504623,0
55,5.459035665114222,-4.136424273403508,0
56,5.367761596810729,-1.4410950651662446,0
57,4.75897202076735,-2.385228907398445,0
58,-14.483140523986146,0.5476608717483434,0
59,2.6968402558787035,9.910886798713479,0
60,7.132599595978966,-4.28236787863871,0
61,-9.12923489425552,-6.735811288112027,0
62,-0.662767882035217,-3.2640044855165296,0
63,-6.606584167593195,-3.6810232220060373,0
64,2.825027829942917,0.746204473780723,0
65,5.407142157044776,7.4669719878835386,0
66,5.222224885273306,-5.185272061278888,0
67,-6.4688679719194235,-6.176072288005655,0
68,3.4898015835459812,1.7111592682881438,0
69,7.451627984602267,-4.2027864918434545,0
70,-13.034566927781379,0.19910747347108404,0
71,-8.688844157607948,0.7484607051391371,0
72,0.31905046860186886,-1.1357035186480222,0
73,-1.3663237819791507,-2.9600251544753617,0
74,0.6801532563216276,0.1618980707502738,0
75,3.285378324480754,-3.3745474905980095,0
76,-3.5010552979996032,-4.739774080763949,0
77,3.224612692903961,-1.9899299296941304,0
78,5.194893853861034,-3.8758023282179743,0
79,3.4126882976139883,-0.8302751349413908,0
80,0.6549082903799857,-1.2851031442310854,0
81,-9.195917725001001,3.006936818259603,0
82,-4.541786193745779,0.1893022412985906,0
83,-7.708185657179627,-3.859502451704787,0
84,3.1825175836837047,-2.19235329148862,0
85,-15.24023269881873,-0.020973130614349737,0
86,2.2999732044385883,1.5034207017397108,0
87,3.7444519653102764,-1.5822500581522543,0
88,2.7821771677617684,-0.6613005469278181,0
89,7.732161694027286,2.7008000159610233,0
90,-18.190188234845003,-8.162454658497657,0
91,-2.0447439987285736,-3.9421866805748684,0
92,-1.7824149323449563,-2.71922322300362,0
93,-12.248541133034204,-2.5912957184256737,0
94,2.4775578948452783,-2.3517450129890465,0
95,-10.17813730854784,-7.8652588235597625,0
96,4.626217798356429,-3.5974168838588847,0
97,-19.18020770401253,-9.755537692478722,0
98,3.7460353543020513,-5.002105704630575,0
99,1.0670135923247244,-7.218354505368644,0
100,6.673476454769835,-4.167906959138508,0
101,1.7666751954800763,-0.37598301598758604,0
102,-4.944438564971877,-5.465380937998485,0
103,4.257638224026669,-1.5067490449124274,0
104,3.0388642531985655,-3.4294047848802127,0
105,5.8508940755018815,7.317470347509003,0
106,5.63207267877229,1.0041580750321029,0
107,6.006190341726311,-4.058181510661549,0
108,7.022574087669374,1.2586487611434263,0
109,-9.110323888683318,-11.27505444865722,0
110,-2.149510500792063,-4.044238107106046,0
111,1.279143542900579,-2.399607091619737,0
112,-10.624877250812883,-1.780004983304092,0
113,3.0313556064290275,3.820338257913421,0
114,5.269058666913758,-3.8950619525365253,0
115,-8.644732506711252,-8.673791649824475,0
116,-16.608788857999205,-1.286704665286957,0
117,0.8300429262409591,6.72648519505218,0
118,6.970300090132051,-4.02241587770274,0
119,4.6594542931965055,2.544377958748346,0
120,5.002692764044456,-3.6352279420806646,0
121,-14.980390964810393,-7.693918381106439,0
122,5.60126889304886,-1.539101103091705,0
123,6.57133124969361,-3.3104759648523134,0
124,6.2117675399049,-1.8657949653978378,0
125,-17.034365920104214,-5.052621851631804,0
126,-0.011959522758941354,1.083108580423299,0
127,-7.808699007608439,-15.66786904091743,0
128,4.6654823623894695,8.187348568881735,0
129,-10.734726507618223,-0.974257815221587,0
130,7.797897350266971,6.412016931025507,0
131,-9.090052430414195,0.5938188696599523,0
132,0.4347764588057089,-2.362604998437417,0
133,6.253480525208224,-3.8357013376432825,0
134,2.6239398782692382,-0.8673752351119602,0
135,-8.768649524776539,-8.976069876851875,0
136,7.990059478678289,2.720112062848562,0
137,4.856391630182555,5.63658465750487,0
138,-0.8193930389829238,0.06176455638428581,0
139,6.1430205512902285,7.80424012909711,0
140,7.587783965950578,-4.19078135042581,0
141,-6.803900191034494,0.3472154747623864,0
142,4.011030934676686,9.192398004878255,0
143,4.491423229499873,-3.684476588116809,0
144,5.36617268220694,-1.462607344973491,0
145,5.236236111878912,-0.6139756753368276,0
146,7.344919863847958,6.033067609692082,0
