,dim1,dim2,dim3,label
0,-4.47275158339305,6.537153685976025,4.699643615796415,0
1,-3.833525534912628,-0.3369205977526425,4.021306094618209,0
2,-6.601199278630379,-2.45308831119956,-0.1887251221595254,0
3,-4.754366150141717,-0.5583404938346576,5.467094953371809,0
4,5.077363203680897,-7.933092364203603,-11.665887934587564,0
5,-0.08751206827407121,-0.7218850643556375,-4.68935195242629,0
6,-0.9392713667746714,-3.276138887322226,1.249547430513595,0
7,9.914343233940615,-1.9579177679169548,-4.593131585601208,0
8,-2.521594422918344,3.596130112334168,2.124567014326075,0
9,-6.093398543173762,-2.2243761755553333,-0.4046016159440895,0
10,4.783179311621706,-2.5472776053903106,-12.005741909168115,0
11,14.132097930325168,0.4399574887441826,-8.598289283535944,0
12,0.8162162127155217,5.091704155215044,4.063412297087612,0
13,-7.125778845172822,-3.403903597433963,0.8892589700209513,0
14,-3.4896680207067443,1.753975399248521,3.302673870465055,0
15,-5.221902757584749,-2.9050781732004056,0.21877849647281386,0
16,8.599399426398366,-1.485016777453552,-13.707901897407828,0
17,-5.443776311095002,-0.8874628109189078,0.8678589655009806,0
18,-5.7118992871569745,-3.749574317628296,1.9249966892604418,0
19,-4.870689606385353,-2.777070798979187,2.8108958866295066,0
20,10.592328583662761,1.052140980260116,-13.35252505260785,0
21,0.7176677225968938,0.021191929774163776,1.568739497870806,0
22,2.6701957409663435,-15.705035258226868,-8.23704704256384,0
23,-3.035538699972095,7.3529485282502955,4.716217171747969,0
24,10.28852808763881,-1.5464487619617828,-3.7276814213096245,0
25,-5.944392580601751,5.075665032442599,6.344602769450137,0
26,8.573976814433308,0.7409705661205935,-3.397309229744112,0
27,0.33198746762632764,-3.146803202441942,0.6814332870996909,0
28,-6.361823243118568,-3.4091772082829848,0.896897989093771,0
29,-3.4573118865840344,0.5328105019835049,-0.7876481505887083,0
30,4.3570087237889235,-3.2739527781785855,-11.289574548781781,0
31,-6.82771927905872,3.1378515909808873,2.630061640358926,0
32,-2.941811493937892,3.779531443639438,5.602475504554628,0
33,1.3468657375453992,-1.0403854989207013,0.9095812350155288,0
34,-4.198292952060823,6.72288234164579,5.741090667635742,0
35,-7.480947941687,-3.448802144580712,0.8774436005413556,0
36,5.41538489962967,1.274290627117631,-3.351049411328133,0
37,-2.3865880355343116,8.138147357485602,5.115028915366778,0
38,-5.200355145370978,-1.8391267808784422,-0.7792534059468305,0
39,-4.796798195796101,-2.034264182638344,2.0647617113858354,0
40,-3.263966018517519,-2.104601748466085,3.5450548114108167,0
41,-5.810423397253245,5.725314080649444,4.39195783894658,0
42,9.354020639840714,-1.9224827136788303,-2.234728272318033,0
43,0.30506380728532634,-0.9643987214163461,1.6473204917846087,0
44,-4.821717126785675,-3.5227968137619423,2.5343376891607496,0
45,-8.487217725195286,3.0846498463051026,4.450758778059871,0
46,5.036059539324112,0.453387794295914,0.3380807370266401,0
47,-2.2171888754492324,0.8997332456167368,-1.9840276352201538,0
48,-3.81602229918153,4.598594030124802,7.897805633228752,0
49,-1.2188177767344592,-2.2162455462364594,-4.834394169916975,0
50,2.4736059006709707,-1.958097085418096,-7.280045712130199,0
51,-1.755947267736886,-1.0884910572144766,-0.6704887115983768,0
52,4.934545530835475,-3.9714595153764423,-11.552535805891784,0
53,6.85603835248582,3.2544577593486586,-1.4934167913962069,0
54,-5.104583291731447,-0.6951758946797603,-1.4750719411107145,0
55,-5.860510890351259,-3.115194617124434,-0.04055689021249861,0
56,-4.5905843112183415,-2.0129637906660545,2.161071111909154,0
57,-4.673558559976539,-2.1598541042537476,0.9024530860779042,0
58,13.172743748925482,1.175699264670814,-5.877280088119688,0
59,-0.7913138002476501,8.455091871195446,5.485699290055219,0
60,-7.380863213637861,-3.18569140238156,0.4361713803913193,0
61,4.785832906063846,-1.541626497787667,-10.039901975118593,0
62,0.1831930462436819,-3.0142002035179383,-1.4315436401557646,0
63,4.808365570316485,-2.028760282486068,-5.371832478168718,0
64,-4.106597563976056,2.337539298455063,-1.8216749642455958,0
65,-2.793647444711995,5.065537141840025,7.025477463423054,0
66,-6.330397148511107,-3.0024382669527427,-1.413842545371125,0
67,2.4060789880833706,-0.30135278794815495,-8.570855548106113,0
68,-2.1490386550847913,0.1058874073192647,3.5329111255105383,0
69,-7.56480414378666,-3.3532951696645976,0.7294302917380322,0
70,11.98393635380224,0.5306935606726593,-5.115991803377514,0
71,7.495504177849772,1.4868798894630306,-3.997632161095088,0
72,-0.861131354734053,-0.5176574391404914,-0.8843857054620442,0
73,0.04732106425808641,-1.3696698838178465,-2.8727373057821373,0
74,0.06818110112438751,-1.3069923300848834,1.7616791605268722,0
75,-4.277814655028258,-1.5438398242847104,-1.220804708987932,0
76,1.0224628339683903,-1.5519386257977343,-5.522248539565463,0
77,-4.4168488111647415,0.5170639255175239,-1.5428059783022514,0
78,-5.249901612812632,-3.469509622057003,0.5200601111537297,0
79,-2.7779940500430405,-1.4464881960572096,1.7610141432334487,0
80,-2.137861876004165,0.6752528626755131,-2.0702290590826404,0
81,8.713642989125567,3.150099652549421,-2.5821793667689716,0
82,3.5757024375697295,1.1251951857579077,-2.5594740384811714,0
83,5.958727377099165,-2.5027280985163713,-5.638302668645264,0
84,-1.7960236024932175,-3.5772142206200632,2.573497794929358,0
85,13.840801086191634,0.5047549575002164,-6.325828806149021,0
86,-2.6813383236043733,2.206712954292719,0.03945117641419835,0
87,-4.39293760481821,-0.21302815483554843,-0.47935882886234965,0
88,-2.612869403447541,-0.714013108274073,0.9022757729776992,0
89,-6.790570517428544,3.1105189500314787,2.786258264433165,0
90,11.362464694608958,-1.6473960494596966,-16.165103427459773,0
91,-0.13944574773616586,-0.7771789813788064,-4.404274877626687,0
92,0.43265119574754957,-1.085563423236455,-2.9797684748542066,0
93,10.197871639120274,-1.1098474053123708,-7.107193225157132,0
94,-1.6392125954331738,-3.3013615808721886,1.6692373496694954,0
95,4.903408496740699,-1.4700370104402694,-11.670952295197957,0
96,-3.9570389913327886,-4.032011747761069,1.514376002050569,0
97,11.248685550125009,-2.0578150429290862,-18.09899120488055,0
98,-3.463615144146807,-5.00848526993754,0.46128938578036616,0
99,-3.2155817555211135,-4.713127453564531,-4.379721959277789,0
100,-7.0895453975523655,-2.681582741926364,0.05170480598519544,0
101,-3.3146667051102208,1.668358971057461,-1.9259835473783131,0
102,2.0761587164791147,-1.9645330056350638,-6.699340772520837,0
103,-4.261099659220104,-1.1763307383626864,0.7718817514736825,0
104,-3.9482603132027108,-1.8913286119991353,-1.1653874836183005,0
105,-4.360652042600093,6.603604866822016,4.684475562691605,0
106,-3.9265263765778835,-0.36698229190392173,4.175481092204836,0
107,-6.518291447115397,-2.5251503510456708,-0.109857074149437,0
108,-4.6679479709287,-0.5086733361498702,5.320604404191475,0
109,4.964360790292451,-7.5644309491905695,-11.232460981840958,0
110,-0.12045414856418618,-0.7317376949025003,-4.560515704453759,0
111,-0.6545446818405428,-3.213097846865479,1.1322144570305341,0
112,9.743607927219863,-1.9002432286523854,-4.4396133180114195,0
113,-2.3982598126533117,3.6275313064135326,2.2552885934319082,0
114,-5.930453862557907,-2.222597203925535,-0.40658383248837465,0
115,3.9113809253862586,-3.439453512855732,-10.970225189466273,0
116,14.265603519146827,0.2421797027566204,-8.505631640396489,0
117,0.7928021060311956,5.18236201466389,4.117143642912115,0
118,-7.033084044441687,-3.2730312744301786,0.7610959242934484,0
119,-3.5576357628361808,1.6558021796083098,3.399710028331883,0
120,-5.2837017386643605,-2.848429777189831,0.16705940822188517,0
121,8.95893703491068,-1.5317504876898682,-14.022585968072669,0
122,-5.456476320937417,-1.1515992543079414,1.0664533916461463,0
123,-5.704153185553682,-3.865585153285516,2.055920377754632,0
124,-5.110954076270749,-2.6774282796938134,2.624079861584441,0
125,10.657325651349845,0.8984522124215317,-14.001275541429669,0
126,0.7144254772200143,-0.07655683142189644,1.5491244482752693,0
127,5.118859634455104,-13.221487340835708,-10.174376937409626,0
128,-3.1321560334387915,7.3307374764456394,4.697949917442467,0
129,10.183324326993892,-1.5376500929327581,-3.640641072607751,0
130,-5.7275944293429255,5.04044919385284,6.335193379082127,0
131,8.460888498361415,0.6922684204769256,-3.2822187819988393,0
132,0.07852320203571744,-3.184871576193766,0.8483694184390093,0
133,-6.210422664305853,-3.3599428206667654,0.8373637849128593,0
134,-3.479885713032449,0.4464073649441712,-0.8084504743263685,0
135,4.232564482810114,-4.255003263997019,-10.907332356713333,0
136,-7.0262501043843555,3.2405117915346535,2.707342843387964,0
137,-2.8618532560736165,3.8195226602677295,5.558394599312765,0
138,1.2963885837396398,-1.1290671248485027,0.9201214781195786,0
139,-4.243193713608315,6.59384092277179,5.818787949209779,0
140,-7.626608809999961,-3.483624062671905,0.9006227774862332,0
141,5.674301617117602,1.3031034761122438,-3.440289950822657,0
142,-2.3438700294905876,8.097168098620878,5.104033657366653,0
143,-5.333638408203211,-1.8089347750716078,-0.7885420012278408,0
144,-4.786929203185834,-1.7829995739700368,1.8739328475766168,0
145,-3.3208278203049435,-2.2417612099322937,3.712844191579049,0
146,-5.9205607493228625,5.624815970499044,4.415125791924043,0
147,9.644449283819595,-1.587147761346634,-2.4354481161182635,0
148,0.2269869207840927,-0.9035773858124735,1.712464202601728,0
149,-4.908754663828537,-3.561211710053139,2.3880631073883185,0
150,-8.508002299518198,3.1173392721089557,4.292366093380449,0
151,4.946132406415123,0.5308442506578674,0.438123770435851,0
152,-2.0262998287709464,0.8545628709959302,-2.0014077248344524,0
153,-3.8124930963824433,4.629049191056578,7.926835260119849,0
154,-1.76536954428635,-2.2961379996587734,-4.709618357325886,0
155,2.305587239513347,-1.998215573427844,-7.070176845370755,0
156,-1.9730777231438712,-1.141755313520641,-0.6538393264928065,0
157,5.596934434851736,-2.4521062284622936,-12.593327048217057,0
158,6.731369863654698,3.282610544977671,-1.4047179069132785,0
159,-5.067976646945614,-0.7722376745540395,-1.4475708636962832,0
160,-6.320748099654424,-3.144121742864646,0.14926253557215735,0
161,-4.683759154984763,-1.6815900505268024,1.852140065013233,0
162,-4.725536413301119,-2.1028679882443164,0.7824089821145227,0
163,13.136378470534693,1.1328940857907919,-6.203280014892727,0
164,-0.8394255025239152,8.445201048961135,5.39315457974372,0
165,-7.597268147459465,-3.105896049937442,0.3599790220371461,0
166,4.611555065814113,-1.5151051092484118,-9.869050537244652,0
167,-0.10311604585122736,-3.032945614176579,-1.2152113729737817,0
168,4.96294108119704,-2.0591597177420455,-5.49132834160777,0
169,-3.9942307917490747,2.2710722942573933,-1.8357540637045577,0
170,-2.8513597709201504,5.062377521439371,7.099635427098742,0
171,-5.8054947280100455,-2.9587755576846417,-1.3208750432785827,0
172,2.7931439321142766,0.3050189685371629,-8.815343900567573,0
173,-2.125019246505981,0.2391545526983636,3.505286434050088,0
174,-7.698834230634936,-3.2519249404313286,0.5987567915772344,0
175,12.151919399550607,0.48388481141221323,-5.219318033298193,0
176,7.699980196277654,1.5059301302104746,-4.055056850255651,0
177,-0.8700579120717307,-0.6174345971847778,-0.8585027348643387,0
178,-0.13942152016124365,-1.3937771346598482,-2.8138983915168776,0
179,0.16768773063184153,-1.2188395236610299,1.702624775778658,0
180,-4.4184851325350065,-1.5529491206301178,-1.1579082137955083,0
181,0.9287954485093661,-1.5730412813835775,-5.349874290194839,0
182,-4.454216503238578,0.3766336645968316,-1.491147647327357,0
183,-5.403766332814635,-4.085292501396167,1.0542310199219873,0
184,-2.833865372741309,-1.5690564017188653,1.8736614056439032,0
185,-1.9527604984983518,0.6731188250958489,-2.0723956086973203,0
186,8.439718430433027,3.131533842807808,-2.45260830364922,0
187,3.372842096175816,1.129027235969046,-2.4688018371415166,0
188,5.786786633404635,-2.437130230392106,-5.592408415017013,0
189,-1.3323490931519566,-3.4857033373835202,2.5271010197879527,0
